symbol	n	sources	fusion	tumorsuppressor	oncogene
PHOX2B	5	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier1|NGC_known	FALSE	TRUE	FALSE
PI3	1	Cancermine	FALSE	FALSE	TRUE
PICALM	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
PIK3C2B	6	PMCC|TS500|FoundationONE|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
PIK3C2G	5	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
PIK3C3	5	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
PIK3CA	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
PIK3CB	10	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
PIK3CD	6	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
PIK3CG	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
PIK3R1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
PIK3R2	9	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
PIK3R3	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
PIM1	11	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
PIM2	2	CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
PIM3	2	CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
PLAG1	4	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
PLAGL2	1	Cancermine	FALSE	FALSE	TRUE
PLCG1	4	MSKCC-HEME|CancerGeneCensus_Tier1|NGC_known|NGC_other	TRUE	FALSE	TRUE
PLCG2	8	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PLK1	2	PMCC|FamilialCancer	FALSE	FALSE	FALSE
PLK2	3	TS500|MSKCC-IMPACT|FamilialCancer	FALSE	FALSE	FALSE
PLXNB1	1	Cancermine	FALSE	TRUE	TRUE
PMAIP1	3	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PML	6	FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|FamilialCancer|NGC_known|Cancermine	TRUE	TRUE	TRUE
PMS1	7	TS500|MSKCC-IMPACT|TEMPUS|OncoKB-Annotated|CancerGeneCensus_Tier2|AZ300|NGC_known	FALSE	FALSE	FALSE
PMS2	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	FALSE	TRUE	FALSE
PNRC1	4	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
POLD1	9	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	FALSE	TRUE	FALSE
POLE	10	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
POLG	2	OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
POLQ	4	CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	FALSE	FALSE	FALSE
POT1	6	MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known|NGC_other	FALSE	TRUE	FALSE
POU2AF1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
POU2F2	2	TEMPUS|NGC_other	FALSE	FALSE	FALSE
POU3F2	1	Cancermine	FALSE	FALSE	TRUE
POU5F1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
PPARG	6	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known	TRUE	TRUE	FALSE
PPFIBP1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
PPM1D	5	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier1|NGC_known|NGC_other	FALSE	FALSE	TRUE
PPP2R1A	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
PPP2R2A	4	TS500|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
PPP6C	7	PMCC|TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier1|NGC_known|NGC_other	FALSE	TRUE	FALSE
PRCC	4	TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	FALSE
PRDM1	12	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
PRDM16	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
PRDM2	4	OncoKB-Annotated|FamilialCancer|NGC_known|NGC_other	FALSE	TRUE	FALSE
PREX2	9	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	FALSE	FALSE	TRUE
PRF1	2	CancerGeneCensus_Tier1|NGC_known	FALSE	TRUE	FALSE
PRKAA1	3	CancerGeneCensus_Tier2|FamilialCancer|AZ300	FALSE	FALSE	FALSE
PRKAA2	3	CancerGeneCensus_Tier2|FamilialCancer|AZ300	FALSE	FALSE	FALSE
PRKACA	2	CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	TRUE
PRKAR1A	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other	TRUE	FALSE	FALSE
PRKCB	3	OncoKB-Annotated|FamilialCancer|NGC_known	FALSE	FALSE	FALSE
PRKCI	5	PMCC|TS500|MSKCC-IMPACT|FoundationONE|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PRKDC	5	PMCC|TS500|FoundationONE|FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PRKN	7	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
PRPF40B	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	FALSE
PRR11	1	Cancermine	FALSE	FALSE	TRUE
PRRX1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
PRSS1	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PRSS8	5	PMCC|TS500|FoundationONE|FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PSIP1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
PTCH1	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
PTCH2	3	TEMPUS|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
PTEN	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
PTENP1	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
PTGDR	1	Cancermine	FALSE	FALSE	TRUE
PTGS2	2	PMCC|Cancermine	FALSE	FALSE	TRUE
PTK6	2	CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	FALSE
PTK7	2	FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PTPN1	2	MSKCC-HEME|FamilialCancer	FALSE	FALSE	FALSE
PTPN11	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
PTPN13	4	TEMPUS|CancerGeneCensus_Tier1|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
PTPN2	3	MSKCC-HEME|FoundatoinHEME|FamilialCancer	FALSE	FALSE	FALSE
PTPN6	7	FoundatoinHEME|OncoKB-Annotated|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|Cancermine	FALSE	TRUE	FALSE
PTPRB	2	CancerGeneCensus_Tier1|NGC_known	FALSE	TRUE	FALSE
PTPRC	4	CancerGeneCensus_Tier1|FamilialCancer|NGC_known|NGC_other	FALSE	TRUE	FALSE
PTPRD	9	TS500|MSKCC-IMPACT|TEMPUS|OncoKB-Annotated|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
PTPRK	3	CancerGeneCensus_Tier1|FamilialCancer|NGC_known	TRUE	TRUE	FALSE
PTPRO	2	FoundatoinHEME|Cancermine	FALSE	TRUE	FALSE
PTPRS	3	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PTPRT	5	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier1|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
PTTG1	1	Cancermine	FALSE	FALSE	TRUE
PWWP2A	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
QKI	9	PMCC|TS500|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
RAB25	1	Cancermine	FALSE	TRUE	TRUE
RAB35	3	PMCC|TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
RABEP1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
RAC1	10	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
RAD17	2	OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
RAD21	10	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
RAD50	8	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
RAD51	8	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
RAD51B	8	TS500|MSKCC-IMPACT|MSKCC-HEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	TRUE	TRUE	FALSE
RAD51C	7	TS500|MSKCC-IMPACT|MSKCC-HEME|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer|AZ300	FALSE	FALSE	FALSE
RAD51D	6	TS500|MSKCC-IMPACT|MSKCC-HEME|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
RAD52	4	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
RAD54L	5	TS500|MSKCC-IMPACT|MSKCC-HEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
RAF1	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
RALGDS	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
RANBP2	7	PMCC|TS500|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	TRUE	FALSE
RAP1GAP	1	Cancermine	FALSE	TRUE	FALSE
RAP1GDS1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
RARA	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	TRUE
RARRES1	1	Cancermine	FALSE	TRUE	FALSE
RASA1	6	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
RASAL1	1	Cancermine	FALSE	TRUE	FALSE
RASSF1	2	FamilialCancer|Cancermine	FALSE	TRUE	FALSE
RB1	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
RBBP7	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
RBM10	10	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
RBM15	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
RECQL4	5	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	FALSE
REEP5	2	PMCC|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
REL	7	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|Cancermine	FALSE	FALSE	TRUE
RELB	1	Cancermine	FALSE	FALSE	TRUE
RELN	3	FoundatoinHEME|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
RET	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	TRUE	TRUE	TRUE
RFWD3	2	OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
RGPD3	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	FALSE
RGS7	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	FALSE
RHEB	6	PMCC|TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
RHOA	11	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
RHOH	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
RICTOR	9	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
RINT1	2	TEMPUS|FamilialCancer	FALSE	FALSE	FALSE
RIT1	6	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
RMI2	2	CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
RNF213	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
RNF43	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	FALSE	TRUE	FALSE
ROBO1	2	MSKCC-HEME|FamilialCancer	FALSE	FALSE	FALSE
ROBO2	2	OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
ROS1	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
RPA1	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
RPL10	4	CancerGeneCensus_Tier1|FamilialCancer|NGC_known|NGC_other	FALSE	TRUE	FALSE
RPL22	6	FoundatoinHEME|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	TRUE	TRUE	FALSE
RPL5	7	TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
RPN1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
RPS15	2	TEMPUS|NGC_other	FALSE	FALSE	FALSE
RPS6KA4	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
RPS6KA6	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
RPS6KB1	4	TS500|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
RPS6KB2	4	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
RPTOR	9	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
RRAGC	3	MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
RRAS2	2	MSKCC-IMPACT|NGC_other	FALSE	FALSE	FALSE
RSPO2	4	PMCC|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	TRUE	FALSE
RSPO3	3	PMCC|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
RTEL1	2	MSKCC-IMPACT|MSKCC-HEME	FALSE	FALSE	FALSE
RUNX1	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	TRUE	TRUE	TRUE
RUNX1T1	9	PMCC|TS500|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	FALSE
RUNX2	2	FoundatoinHEME|FamilialCancer	FALSE	FALSE	FALSE
RUNX3	1	Cancermine	FALSE	TRUE	TRUE
RXRA	3	MSKCC-IMPACT|TEMPUS|NGC_other	FALSE	FALSE	FALSE
RYBP	3	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
S100A7	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
SALL4	4	CancerGeneCensus_Tier1|FamilialCancer|NGC_known|Cancermine	FALSE	FALSE	TRUE
SASH1	1	Cancermine	FALSE	TRUE	FALSE
SBDS	2	CancerGeneCensus_Tier1|NGC_known	FALSE	TRUE	FALSE
SDC4	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
SDHA	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
SDHAF2	6	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	TRUE	FALSE
SDHB	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
SDHC	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	TRUE	FALSE
SDHD	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
SEMA3B	1	Cancermine	FALSE	TRUE	FALSE
SEPT5	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
SEPT6	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
SEPT9	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
SERPINB5	1	Cancermine	FALSE	TRUE	FALSE
SET	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
SETBP1	9	TS500|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	TRUE	FALSE	TRUE
SETD1B	3	MSKCC-HEME|OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
SETD2	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
SETDB1	3	MSKCC-HEME|NGC_other|Cancermine	FALSE	FALSE	TRUE
SF3B1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
SFPQ	2	CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
SFRP1	1	Cancermine	FALSE	TRUE	FALSE
SFRP4	3	CancerGeneCensus_Tier1|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
SGK1	8	MSKCC-HEME|FoundatoinHEME|TEMPUS|OncoKB-Annotated|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
SH2B3	9	TS500|MSKCC-IMPACT|MSKCC-HEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other	FALSE	TRUE	FALSE
SH2D1A	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
SH3GL1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
SHH	2	PMCC|Cancermine	FALSE	FALSE	TRUE
SHOC2	3	MSKCC-IMPACT|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
SHQ1	3	TS500|MSKCC-IMPACT|FamilialCancer	FALSE	FALSE	FALSE
SHTN1	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
SIN3A	2	AZ300|NGC_other	FALSE	FALSE	FALSE
SIRPA	3	OncoKB-Annotated|CancerGeneCensus_Tier2|NGC_known	FALSE	TRUE	FALSE
SIRT1	2	FamilialCancer|Cancermine	FALSE	TRUE	TRUE
SIRT2	1	Cancermine	FALSE	TRUE	TRUE
SIRT3	1	Cancermine	FALSE	TRUE	FALSE
SIRT6	1	Cancermine	FALSE	FALSE	TRUE
SIX1	2	CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	TRUE
SIX2	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	TRUE
SKI	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	TRUE
SKP2	1	Cancermine	FALSE	FALSE	TRUE
SLC34A2	2	CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
SLC45A3	3	CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	FALSE
SLIT2	6	PMCC|TS500|FoundationONE|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
SLX4	4	TS500|MSKCC-IMPACT|TEMPUS|FamilialCancer	FALSE	FALSE	FALSE
SMAD2	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
SMAD3	8	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	TRUE	FALSE
SMAD4	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
SMARCA1	2	FoundatoinHEME|TEMPUS	FALSE	FALSE	FALSE
SMARCA4	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
SMARCB1	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
SMARCD1	6	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	TRUE	FALSE
SMARCE1	3	TEMPUS|CancerGeneCensus_Tier1|NGC_known	FALSE	TRUE	FALSE
SMC1A	9	TS500|MSKCC-HEME|FoundatoinHEME|TEMPUS|OncoKB-Annotated|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
